nquest,quest,nquestp,ncomp,vitgen,ngen,figli,nfigli,parnoit,anconv,stupcf,citpcf,stumcf,citmcf,stupco,citpco,stumco,citmco,contint,CAPI
893934,2,,2,2,,2,,,,2,1,2,1,,,,,1,1
893938,2,,2,2,,1,7,,1960,1,1,1,1,1,1,1,1,1,0
893971,1,,5,1,1,2,,,1994,2,1,2,1,2,1,2,1,3,1
893973,1,,3,2,,2,,,1951,1,1,1,1,7,1,7,1,2,1
893974,1,,1,2,,2,,2,,2,1,2,1,,,,,2,1
893975,1,,1,2,,1,2,,,1,1,2,1,,,,,1,1
893977,1,,1,2,,1,4,,,2,1,2,1,,,,,2,1
893980,1,,1,2,,2,,2,,3,1,3,1,,,,,3,1
893982,1,,3,2,,1,1,,1973,3,1,2,1,7,1,7,1,3,1
893987,2,,1,2,,1,2,,,2,1,2,1,,,,,1,1
893990,2,,5,1,1,2,,,1980,1,1,2,1,2,1,1,1,2,1
894072,1,,1,2,,1,2,,,1,1,1,1,,,,,1,1
894073,1,,2,2,,1,2,,1973,1,1,2,1,2,1,2,1,1,1
894074,1,,5,2,,1,1,,,2,1,2,1,,,,,1,1
894082,1,,4,1,3,2,,,1978,2,1,2,1,2,1,2,1,1,1
894087,2,,3,2,,2,,,1980,2,1,2,1,2,1,2,1,2,1
894090,2,,1,1,1,1,1,,,2,2,2,1,,,,,1,1
894091,2,,3,1,1,2,,,1983,2,1,2,1,2,1,2,1,2,0
894093,2,,1,2,,1,2,,,2,1,2,1,,,,,1,1
894094,2,,4,1,3,2,,,1986,3,1,2,1,3,1,3,1,2,1
894103,2,,4,2,,2,,2,,1,2,2,,,,,,1,1
894105,2,,4,1,2,2,,,1994,2,1,2,1,2,1,2,1,2,1
894106,2,,4,1,2,2,,,2000,2,1,2,1,2,1,2,1,2,1
894122,1,,1,2,,1,1,,,1,1,1,1,,,,,1,1
894126,1,,2,1,3,1,2,,1977,1,1,1,1,1,1,1,1,2,1
894133,1,,2,2,,1,1,,1972,3,1,2,1,3,1,2,1,1,1
894134,1,,1,2,,1,1,2,,2,1,2,1,,,,,1,1
894139,2,,3,1,1,2,,2,,3,1,2,,,,,,1,1
894140,2,,4,1,2,2,,,1986,4,1,3,1,4,1,3,1,2,1
894143,2,,3,2,,2,,,1992,1,1,1,1,1,1,1,1,1,1
894146,2,,2,1,2,1,1,,2012,2,1,2,1,2,1,2,1,1,1
894149,2,,2,2,,2,,2,,4,1,2,1,,,,,2,1
894153,2,,4,1,4,2,,,1998,1,1,2,1,2,1,2,1,2,1
894156,2,,2,2,,2,,2,,3,1,3,1,,,,,2,1
894165,2,,4,1,4,2,,,2007,3,1,2,1,4,2,2,2,1,1
894167,2,,2,2,,2,,2,,4,1,3,1,,,,,1,0
894175,1,,2,2,,1,1,,,1,1,1,1,,,,,1,1
894178,1,,3,2,,2,,2,,1,1,1,1,,,,,1,1
894187,2,,2,1,2,1,2,,1965,1,1,2,1,2,2,2,2,2,1
894197,2,,5,2,,2,,,1999,1,2,1,2,2,2,2,2,1,1
894203,2,,4,2,,2,,,1998,2,1,2,1,2,1,2,1,1,1
894204,2,,1,1,2,1,1,1,,1,2,1,2,,,,,1,1
894208,2,,7,2,,2,,,1975,1,2,1,2,1,2,2,2,1,1
894210,2,,4,1,3,2,,,2002,5,1,4,1,4,1,4,1,2,1
894219,2,,1,1,2,2,,2,,2,2,2,2,,,,,1,1
894224,1,,2,2,,1,1,,1982,2,1,2,1,2,1,2,1,4,0
894227,1,,2,2,,1,2,,1955,2,1,2,1,2,1,2,1,3,1
894230,1,,3,2,,1,1,,,2,1,2,1,,,,,1,1
894234,1,,2,1,1,1,2,,1982,4,1,3,1,3,1,2,1,2,0
894235,1,,2,2,,1,3,,1977,2,1,2,1,2,1,2,1,1,0
894239,1,,2,2,,2,,,1962,2,1,2,1,2,1,2,1,1,1
894240,1,,4,2,,2,,,1985,2,1,1,1,2,1,2,1,1,0
894242,1,,4,1,2,2,,,1989,2,1,2,1,2,1,2,1,4,0
894245,1,,2,1,2,1,2,,2011,3,1,3,1,3,1,3,1,4,0
894249,1,,1,1,1,2,,2,,4,1,4,1,,,,,2,0
894251,2,,5,1,4,2,,,1997,3,1,4,1,5,1,4,1,2,1
894254,2,,3,1,1,2,,,1978,2,1,2,1,2,1,2,1,1,1
894255,2,,3,1,4,2,,,2005,3,1,3,1,3,1,3,1,3,0
894257,2,,4,1,1,2,,2,,2,2,2,,,,,,1,0
894259,2,,3,1,3,2,,,2005,3,1,3,1,3,1,3,1,1,0
894260,2,,1,1,2,2,,2,,3,1,3,1,,,,,2,0
894264,2,,2,1,2,1,1,,2008,2,2,2,2,2,1,2,1,4,1
894267,2,,2,1,3,1,3,,2006,5,2,5,2,3,1,3,1,1,0
894282,1,,2,2,,1,1,,1983,3,1,3,1,4,1,3,1,2,1
894291,1,,2,1,1,1,4,,1976,4,2,2,1,4,2,4,2,5,0
894296,2,,1,2,,2,,,,1,1,1,1,,,,,1,0
894297,2,,2,2,,2,,2,,4,1,3,,,,,,4,0
894300,2,,3,1,1,1,1,,1978,3,1,2,1,2,1,2,1,1,0
894304,2,,1,2,,1,2,,,2,1,2,1,,,,,1,0
894323,1,,2,2,,1,1,,1962,2,1,2,1,2,1,2,1,2,1
894324,1,,2,2,,1,2,,1961,1,1,1,1,1,1,1,1,1,1
894325,1,,2,2,,1,2,,1970,1,1,1,1,2,1,2,1,1,1
894326,1,,1,2,,2,,2,,2,1,2,1,,,,,2,1
894327,1,,5,1,2,2,,,1977,2,1,2,1,2,1,2,1,1,1
894329,1,,1,2,,1,3,,,2,1,2,1,,,,,1,1
894330,1,,2,2,,1,2,,1973,2,1,2,1,2,1,2,1,1,1
894331,1,,1,2,,1,1,2,,2,1,1,1,,,,,1,1
894332,1,,2,2,,2,,2,,1,1,1,1,,,,,1,1
894334,1,,3,2,,2,,,1983,2,1,2,1,2,1,2,1,1,1
894339,2,,4,,,2,,2,,4,,4,,,,,,1,1
894341,2,,3,2,,2,,,1975,2,1,2,1,2,1,2,1,1,1
894346,2,,4,1,4,2,,,1991,4,1,3,1,3,1,3,1,1,1
894348,2,,1,1,2,2,,2,,3,1,3,1,,,,,1,1
894372,1,,2,2,,2,,2,,2,1,2,1,,,,,1,1
894378,1,,1,2,,2,,2,,3,1,3,1,,,,,1,1
894379,1,,1,2,,1,2,2,,2,1,4,1,,,,,1,1
894426,1,,2,1,1,1,2,,1975,7,1,2,1,2,1,2,1,2,1
894430,1,,2,1,1,1,3,,1965,2,1,2,1,2,1,2,1,2,1
894436,1,,2,2,,2,,2,,2,1,7,,,,,,1,1
894438,2,,2,2,,1,2,,1976,2,1,2,1,2,1,2,1,1,1
894440,2,,2,2,,1,1,,1974,2,1,1,1,2,1,2,1,2,1
894447,2,,3,,,2,,2,,2,,2,,,,,,1,1
894448,2,,1,2,,2,,2,,3,1,3,1,,,,,1,1
894449,2,,2,1,1,2,,2,,2,1,2,1,,,,,1,1
894450,2,,2,2,,1,2,,1966,1,1,1,1,2,1,1,1,1,1
894452,2,,6,1,2,2,,,1992,3,2,2,2,3,2,1,2,1,1
894455,2,,4,1,3,2,,,2000,4,2,4,2,2,1,2,1,1,1
894456,2,,4,1,4,2,,,2003,2,1,1,1,2,1,2,1,1,1
894471,1,,3,1,1,1,1,,1980,2,1,2,1,2,1,2,1,2,1
894476,1,,2,2,,1,2,,1974,2,1,2,1,3,1,2,1,1,1
894478,1,,2,2,,1,1,,1976,2,1,2,1,2,1,2,1,2,1
894479,1,,2,2,,2,,2,,1,1,1,1,,,,,1,1
894483,1,,4,1,1,2,,,1994,2,1,2,1,2,1,2,1,2,1
894485,2,,2,2,,1,3,,1962,7,3,1,1,1,1,1,1,1,1
894488,2,,2,1,1,1,1,,1975,2,1,2,1,2,1,2,1,2,1
894499,2,,3,1,4,2,,,1995,2,1,7,1,2,1,2,1,2,1
894500,2,,2,2,,1,2,,1967,4,1,4,1,3,1,3,1,2,1
894504,2,,1,1,1,1,1,,,2,1,2,1,,,,,2,1
894506,2,,3,1,1,1,2,,1999,2,1,2,1,2,1,2,1,2,1
894508,2,,4,1,1,2,,,1991,2,1,2,1,2,1,2,1,2,0
894510,2,,1,1,1,1,3,2,,1,2,1,2,,,,,1,1
894524,1,,2,1,1,1,1,,1980,2,1,2,1,2,1,2,1,2,1
894542,2,,1,2,,1,3,,,7,1,7,1,,,,,1,0
894547,2,,1,2,,2,,,,1,1,2,1,,,,,2,1
894548,2,,2,2,,1,1,,1966,2,1,2,1,2,1,2,1,1,1
894551,2,,5,1,4,2,,,1998,3,1,3,1,5,1,3,1,2,1
894556,2,,4,1,4,2,,,2003,2,1,2,1,2,1,2,1,1,1
894559,2,,3,1,4,2,,,2002,4,1,4,1,3,1,3,1,2,1
894561,2,,1,2,,1,1,2,,7,3,2,1,,,,,1,1
894565,2,,3,1,4,2,,,2000,3,1,3,1,3,1,3,1,2,1
894569,2,,4,1,3,2,,,2005,2,1,3,1,3,1,2,1,2,1
894571,1,,1,2,,1,2,2,,2,1,3,1,,,,,1,1
894574,1,,1,2,,1,1,,,2,1,2,1,,,,,2,1
894580,1,,1,2,,1,2,,,2,1,2,1,,,,,2,1
894581,1,,1,2,,2,,,,2,1,2,1,,,,,3,1
894583,1,,2,2,,1,2,,1963,2,1,2,1,2,1,2,1,2,1
894586,1,,2,2,,2,,,1963,2,1,2,1,2,1,2,1,2,1
894587,2,,1,2,,1,1,,,2,1,2,1,,,,,2,1
894594,2,,3,1,3,2,,,1996,3,1,3,1,3,1,3,1,2,1
894605,2,,3,2,,2,,,2004,3,1,3,1,3,1,3,1,2,1
894607,2,,3,1,4,2,,,2007,3,1,3,1,3,1,3,1,2,1
894612,2,,1,1,2,2,,2,,3,1,4,1,,,,,2,1
894621,1,,2,2,,2,,2,,1,1,1,1,,,,,1,1
894622,1,,3,2,,1,1,,1969,1,1,1,1,1,1,1,1,1,1
894625,1,,1,2,,1,3,,,1,1,1,1,,,,,1,1
894626,1,,2,1,2,1,2,,1978,2,1,2,1,2,1,2,1,2,1
894629,1,,1,2,,1,5,,,1,1,1,1,,,,,1,1
894630,1,,2,1,2,1,1,,1980,2,1,2,1,2,1,2,1,1,1
894636,2,,6,1,3,2,,,1980,1,1,1,1,2,1,2,1,1,0
894671,1,,1,2,,2,,2,,2,1,2,1,,,,,1,1
894673,1,,2,2,,2,,,1952,1,1,1,1,1,1,2,1,2,1
894674,1,,1,2,,1,4,,,1,1,1,1,,,,,1,1
894676,1,,2,2,,1,2,,1961,2,1,2,1,1,1,1,1,1,1
894677,1,,1,2,,1,3,,,1,1,1,1,,,,,1,1
894682,1,,1,2,,1,2,,,1,1,1,1,,,,,1,1
894684,1,,2,1,1,1,2,,1973,2,1,2,1,2,1,2,1,1,1
894687,1,,1,2,,1,3,,,2,1,2,1,,,,,1,1
894689,2,,2,1,1,1,1,,1978,2,1,2,1,2,1,2,1,2,1
894692,2,,2,2,,1,2,,1978,1,1,1,1,1,1,1,1,1,1
894693,2,,2,1,2,1,2,,1973,2,1,2,1,2,1,1,1,2,1
894723,1,,2,1,2,1,1,,1983,2,1,2,1,2,1,2,1,1,1
894725,1,,1,2,,1,2,,,2,1,2,1,,,,,2,1
894730,1,,3,1,3,2,,,1997,2,1,2,1,2,1,2,1,1,1
894734,2,,2,2,,2,,2,,2,1,2,,,,,,1,1
894736,2,,4,2,,2,,,1982,3,1,2,1,2,1,2,1,1,1
894785,1,,3,1,1,2,,2,,2,1,2,,,,,,3,1
894790,2,,2,2,,2,,,1963,4,1,2,1,1,1,1,1,3,1
894791,2,,2,1,1,1,2,,,2,1,2,1,,,,,3,1
894792,2,,2,1,1,2,,,1982,2,1,2,1,2,1,2,1,2,1
894795,2,,4,1,2,2,,,1990,2,1,2,1,2,1,2,1,1,1
894796,2,,1,2,,1,2,2,,2,1,2,1,,,,,2,1
894797,2,,3,1,1,2,,,1986,2,1,2,1,2,1,2,1,2,1
894800,2,,3,1,1,2,,,1985,2,1,2,1,2,1,2,1,1,1
894804,2,,3,1,4,2,,,2000,2,1,2,1,2,1,2,1,4,1
894808,2,,3,1,3,1,1,,2000,4,1,3,1,3,1,3,1,3,1
894815,2,,3,1,4,2,,,2008,4,1,2,1,2,1,2,1,2,1
894820,2,,4,2,,2,,,1989,2,1,4,1,2,1,2,1,1,1
894821,1,,3,2,,1,1,,1968,2,1,2,,1,1,2,1,1,1
894823,1,,1,2,,2,,2,,2,1,1,1,,,,,1,1
894826,1,,2,2,,1,2,,,2,1,1,1,,,,,1,1
894827,1,,3,1,3,2,,,2002,2,1,3,1,3,1,3,1,1,1
894828,1,,2,2,,1,3,,1964,2,1,2,1,2,1,1,1,1,1
894829,1,,2,2,,1,2,,1971,2,1,2,1,2,1,2,1,1,1
894831,1,,2,1,1,1,3,,1986,2,1,2,1,2,1,2,1,1,1
894832,1,,1,2,,2,,2,,1,1,2,1,,,,,1,1
894833,1,,3,2,,1,1,,1983,2,1,2,1,2,1,1,1,1,1
894875,1,,2,2,,1,3,,1975,1,1,1,1,1,1,2,1,1,1
894884,2,,3,2,,2,,,1988,3,1,2,1,2,1,2,1,5,0
894887,2,,5,1,3,2,,,2009,3,1,2,1,2,1,2,1,1,1
894890,2,,4,1,2,2,,,1987,2,1,2,1,3,1,2,1,2,1
894899,2,,3,1,3,2,,,2000,4,1,2,1,3,1,3,1,2,1
894903,2,,4,1,3,2,,,2002,4,2,5,2,2,1,2,1,1,1
894907,2,,3,1,2,2,,2,,4,1,2,1,,,,,2,1
894909,2,,7,,,2,,2,,3,,3,,,,,,1,0
894915,2,,1,1,1,1,3,2,,2,1,2,1,,,,,1,1
894918,2,,2,1,3,2,,,2013,5,1,5,1,4,1,4,1,1,1
894923,1,,2,1,1,1,4,,2007,2,1,2,1,3,2,2,2,1,1
894924,1,,2,1,1,1,2,,1976,2,1,2,1,2,1,2,1,1,1
894926,1,,1,2,,2,,2,,1,1,1,1,,,,,2,1
894931,1,,1,2,,1,1,,,2,1,2,1,,,,,2,1
894940,2,,4,,,2,,2,,3,,3,,,,,,2,1
894943,2,,2,2,,1,1,,1953,1,1,1,1,1,1,1,1,1,1
894945,2,,1,1,2,1,2,1,,2,2,2,2,,,,,1,1
894946,2,,2,1,1,2,,2,,2,1,3,,,,,,2,1
894950,2,,3,1,4,2,,,1998,3,1,3,1,3,1,3,1,2,1
894951,2,,5,1,3,2,,,1994,2,1,2,1,2,1,2,1,2,1
894956,2,,1,1,1,1,1,2,,2,1,2,1,,,,,1,1
894981,1,,1,1,1,1,2,2,,3,1,4,1,,,,,3,1
894984,2,,4,2,,2,,,1978,2,1,2,1,2,1,3,1,5,1
894985,2,,3,2,,1,1,,1963,2,1,2,1,2,1,2,1,3,1
894987,2,,2,2,,1,3,,1973,3,1,2,1,3,1,3,1,2,1
894991,2,,1,2,,1,1,,,2,1,2,1,,,,,1,1
894994,2,,3,1,2,1,1,,1973,2,1,1,1,2,1,1,1,6,1
895009,2,,3,1,2,2,,,2004,2,1,2,1,7,2,7,2,2,0
895015,2,,4,1,4,2,,,2008,4,1,4,1,4,1,2,1,2,0
895022,1,,2,2,,2,,,1971,2,1,3,2,2,1,2,1,1,1
895023,1,,3,2,,2,,,1960,7,3,2,1,2,1,2,1,1,1
895024,1,,3,1,1,2,,2,,5,1,5,,,,,,1,0
895026,1,,5,2,,2,,,1974,1,1,1,1,2,1,2,1,4,1
895027,1,,1,1,2,2,,2,,5,1,5,1,,,,,1,0
895028,1,,3,2,,2,,,,1,1,2,1,,,,,1,0
895029,1,,1,2,,2,,2,,1,2,1,2,,,,,1,0
895030,1,,1,2,,1,3,,,2,1,2,1,,,,,1,0
895031,1,,1,2,,1,2,2,,3,1,2,1,,,,,2,0
895032,1,,2,2,,2,,,1971,3,1,3,1,3,1,3,2,1,1
895036,1,,2,2,,2,,,,3,1,1,1,,,,,1,0
895038,1,,1,2,,2,,2,,5,1,4,1,,,,,1,0
895040,1,,1,2,,1,2,,,1,1,1,1,,,,,1,0
895041,1,,5,1,3,2,,,1984,3,1,4,1,4,1,3,1,1,1
895043,1,,2,2,,2,,,1961,2,1,3,1,3,1,3,1,2,0
895044,1,,1,2,,1,1,,,4,1,1,1,,,,,1,0
895045,1,,4,1,3,2,,,1987,4,1,4,1,3,1,3,1,2,0
895046,1,,4,2,,2,,,1988,3,1,2,1,2,1,2,2,4,0
895056,2,,1,2,,2,,2,,2,1,2,1,,,,,2,1
895073,1,,3,2,,1,2,,1952,2,1,2,,2,1,2,1,1,1
895076,1,,1,2,,1,1,,,2,1,2,1,,,,,1,1
895079,1,,1,2,,1,1,,,2,1,2,1,,,,,2,1
895086,1,,1,2,,1,2,,,2,1,2,1,,,,,1,1
895099,2,,5,1,4,2,,,1996,2,1,2,1,2,1,2,1,1,1
895101,2,,4,,,2,,2,,3,,3,,,,,,1,1
895106,2,,4,,,2,,2,,4,,4,,,,,,1,1
895107,2,,1,1,1,2,,2,,2,2,2,2,,,,,1,1
895113,2,,1,1,1,2,,2,,3,2,2,2,,,,,1,1
895118,2,,2,1,4,2,,,2011,2,1,2,1,2,2,2,2,1,1
895120,2,,2,2,,1,2,,2011,2,1,2,1,2,1,2,1,1,1
895122,1,,2,2,,1,2,,1966,2,1,2,1,2,1,2,1,1,1
895124,1,,4,2,,1,1,,1975,1,1,1,1,1,1,1,1,2,1
895126,1,,4,2,,2,,,1990,3,1,2,1,1,1,1,1,2,1
895127,1,,3,1,3,1,1,,1990,2,1,2,1,2,1,2,1,2,1
895130,1,,2,2,,1,3,,1965,1,1,1,1,1,1,1,1,1,1
895132,1,,2,2,,1,4,,1961,2,1,2,1,1,1,1,1,2,1
895134,2,,2,2,,1,2,,1977,1,1,1,1,1,1,1,1,1,1
895138,2,,3,,,2,,2,,3,,3,,,,,,1,1
895142,2,,4,1,3,1,1,,1982,2,1,2,1,2,1,2,1,1,1
895171,1,,1,2,,1,2,,,1,1,1,1,,,,,1,1
895173,1,,3,2,,1,2,,1949,1,1,1,1,1,1,1,1,1,1
895174,1,,1,2,,1,2,,,1,1,2,1,,,,,1,1
895181,1,,1,2,,1,1,,,2,1,1,1,,,,,2,1
895183,1,,3,2,,1,1,,1965,1,1,2,1,1,1,1,1,4,1
895184,1,,3,2,,1,2,,1967,2,1,2,1,2,1,2,1,1,1
895189,2,,2,2,,2,,,,1,1,1,1,,,,,1,1
895192,2,,2,2,,1,1,,1962,1,1,1,1,2,1,1,1,1,1
895194,2,,3,2,,2,,2,,2,1,2,1,,,,,1,1
895197,2,,5,2,,1,1,,,3,1,3,1,,,,,1,1
895200,2,,3,1,2,2,,2,,3,1,3,1,,,,,1,1
895204,2,,1,2,,1,2,,,1,1,1,1,,,,,1,1
895207,2,,3,1,4,2,,,2000,2,1,2,1,2,1,2,1,3,1
895208,2,,4,1,3,2,,,2002,2,1,3,1,2,1,2,1,2,1
895209,2,,2,2,,1,2,,1963,2,1,2,1,2,1,1,1,1,1
895210,2,,2,2,,1,1,,1968,2,1,2,1,2,1,2,1,1,1
895218,2,,2,1,1,2,,2,,2,2,2,2,,,,,2,1
895220,2,,2,2,,1,2,,1963,4,1,3,1,2,1,2,1,2,1
895222,1,,1,2,,1,3,,,4,1,3,1,,,,,2,1
895234,2,,1,2,,1,2,,,5,1,3,1,,,,,2,1
895238,2,,1,2,,2,,,,1,1,1,1,,,,,2,1
895242,2,,3,1,1,2,,2,,3,1,2,1,,,,,1,1
895243,2,,1,2,,1,2,2,,4,1,3,1,,,,,2,1
895249,2,,3,1,4,2,,,2002,3,1,2,1,3,1,2,1,2,1
895251,2,,4,1,2,2,,,2011,2,2,2,2,2,2,2,2,1,1
895255,2,,1,1,1,1,1,2,,1,2,2,2,,,,,2,1
895262,2,,4,1,3,2,,,2007,3,2,3,2,3,2,3,2,3,1
895270,2,,1,1,2,2,,2,,7,2,3,2,,,,,1,0
895276,1,,1,2,,2,,,,2,1,2,1,,,,,1,1
895277,1,,1,1,1,2,,2,,2,1,1,1,,,,,2,1
895324,1,,1,2,,1,2,,,2,1,1,1,,,,,1,1
895376,1,,1,2,,2,,1,,2,1,2,1,,,,,1,1
895377,1,,4,2,,2,,,1945,2,1,2,1,7,3,7,3,3,1
895382,1,,2,2,,1,1,,1962,2,1,2,1,1,1,7,1,1,1
895384,1,,3,2,,1,1,,1959,4,1,7,1,1,1,7,1,1,1
895392,2,,3,1,2,2,,,1991,2,1,2,1,2,1,2,1,1,1
895394,2,,3,2,,2,,,2001,4,1,4,1,3,1,4,1,1,1
895395,2,,2,1,1,1,1,2,,3,1,3,,,,,,1,1
895406,2,,4,1,2,2,,,1988,2,1,2,1,7,1,7,1,2,1
895423,1,,2,2,,1,2,,1969,1,1,1,1,1,1,1,1,1,1
895426,1,,1,2,,1,2,,,1,1,1,1,,,,,1,1
895427,1,,2,2,,1,2,,1956,1,1,1,1,1,1,1,1,2,1
895428,1,,1,2,,1,3,,,1,1,1,1,,,,,1,1
895430,1,,2,2,,1,1,,1980,3,1,3,1,2,1,2,1,1,1
895433,1,,1,2,,1,2,,,1,1,1,1,,,,,1,1
895436,1,,3,2,,1,1,,1982,1,1,1,1,1,1,1,1,1,1
895437,1,,4,1,3,2,,,1984,1,1,1,,1,1,1,1,1,1
895457,2,,1,1,1,2,,2,,3,1,3,1,,,,,2,1
895458,2,,1,2,,1,1,,,2,1,2,1,,,,,1,1
895479,1,,2,2,,1,3,,1969,2,1,2,1,4,1,2,1,2,1
895487,2,,2,2,,1,1,2,,2,1,2,1,,,,,3,1
895505,2,,2,1,3,1,1,,1980,2,1,2,1,4,1,2,1,2,1
895512,2,,1,1,2,2,,2,,4,1,4,1,,,,,2,1
895517,2,,3,1,4,2,,,2007,2,2,2,2,3,2,4,2,6,1
895522,1,,1,2,,1,1,,,2,1,1,1,,,,,1,1
895527,1,,2,2,,1,1,,1972,2,1,2,1,2,1,2,1,1,1
895528,1,,1,2,,2,,2,,2,1,2,1,,,,,2,1
895532,1,,4,1,1,2,,,1989,4,1,2,1,4,1,4,1,1,1
895535,2,,3,1,2,1,1,,1973,1,1,1,1,2,1,1,1,1,1
895540,2,,1,2,,2,,,,1,1,1,1,,,,,1,1
895541,2,,1,2,,1,2,,,1,1,1,1,,,,,1,1
895544,2,,3,1,3,1,1,,1974,2,1,2,1,4,1,2,1,1,1
895573,1,,1,2,,2,,,,1,1,1,1,,,,,1,1
895574,1,,1,2,,1,2,,,2,1,2,1,,,,,1,1
895579,1,,2,2,,1,3,,1962,1,1,1,1,1,1,1,1,1,1
895623,1,,2,2,,1,1,,1956,1,1,2,1,3,1,2,1,1,1
895624,1,,4,1,2,2,,,1991,2,1,2,1,2,1,2,1,2,1
895632,2,,3,1,1,2,,,1987,4,1,4,1,3,1,3,1,2,1
895636,2,,2,2,,1,2,,2003,2,1,1,1,2,1,2,1,3,1
895649,2,,1,2,,2,,2,,5,1,5,1,,,,,2,1
895650,2,,5,2,,2,,2,,3,2,1,2,,,,,3,1
895651,2,,3,2,,2,,,2001,3,1,5,1,3,1,3,1,2,1
895654,2,,2,1,2,2,,,2004,3,1,2,1,4,1,4,1,4,1
895662,2,,1,2,,2,,2,,2,1,2,1,,,,,2,1
895675,1,,1,2,,2,,,,1,1,1,1,,,,,1,1
895677,1,,2,2,,1,4,,1966,1,1,1,1,1,1,1,1,2,1
895679,1,,1,2,,2,,2,,2,1,1,1,,,,,2,1
895681,2,,3,2,,1,1,,1980,3,1,4,1,2,1,2,1,1,1
895686,2,,2,2,,1,2,,1968,2,1,2,1,2,1,1,1,1,1
895688,2,,2,2,,1,4,,1967,1,1,1,1,1,1,1,1,1,1
895690,2,,2,1,1,1,2,,1974,1,1,2,1,2,1,2,1,3,1
895725,1,,1,2,,1,1,,,2,1,2,1,,,,,1,0
895730,1,,3,1,2,1,2,,1978,3,1,3,1,3,1,3,1,1,0
895742,2,,1,1,2,1,2,2,,2,1,2,1,,,,,1,0
895746,2,,1,2,,1,2,,,2,1,2,1,,,,,2,0
895751,2,,2,1,3,1,2,,1985,3,1,3,1,3,1,3,1,1,0
895755,2,,4,1,4,2,,,2002,3,1,3,1,5,1,5,1,1,0
895757,2,,1,2,,2,,1,,2,1,2,1,,,,,3,0
895761,2,,5,1,4,2,,,2006,2,2,2,2,2,2,2,2,1,0
895766,2,,3,1,4,2,,,2001,2,2,2,2,2,2,2,2,1,0
895774,1,,3,2,,2,,,1969,2,1,2,1,2,1,2,1,1,1
895776,1,,5,2,,2,,,1986,3,1,2,1,2,1,2,1,1,1
895777,1,,2,2,,2,,,1964,2,1,2,1,2,1,2,1,1,1
895779,1,,4,2,,2,,,2004,2,1,2,1,2,1,2,1,1,1
895781,1,,3,2,,2,,,1971,1,1,1,1,1,1,1,1,1,1
895785,2,,3,2,,2,,,1985,2,1,2,1,1,1,1,1,1,1
895791,2,,2,2,,2,,,1969,2,1,1,1,2,1,1,1,1,1
895826,1,,1,1,2,2,,2,,3,1,3,1,,,,,1,1
895830,1,,1,2,,1,2,,,2,1,2,1,,,,,2,1
895833,1,,1,2,,1,1,,,2,1,2,1,,,,,1,1
895835,2,,1,2,,2,,2,,3,1,2,1,,,,,1,1
895836,2,,2,2,,1,1,,1963,2,1,2,1,2,1,2,1,1,1
895837,2,,1,2,,1,2,,,2,1,2,1,,,,,2,1
895839,2,,1,2,,1,1,,,1,1,1,1,,,,,1,1
895840,2,,1,2,,2,,2,,2,1,2,1,,,,,2,1
895846,2,,1,2,,1,2,,,2,1,2,1,,,,,1,1
895849,2,,1,1,2,2,,2,,3,1,3,1,,,,,2,1
895856,2,,1,2,,2,,2,,2,1,3,1,,,,,1,1
895872,1,,1,2,,1,1,,,2,1,2,1,,,,,1,1
895873,1,,1,2,,1,1,,,1,1,1,1,,,,,1,1
895875,1,,1,2,,1,1,,,5,1,2,1,,,,,1,1
895876,1,,4,2,,1,1,,,2,1,2,1,,,,,1,1
895877,1,,2,1,1,1,1,,1954,1,1,1,1,1,1,1,1,1,1
895878,1,,1,2,,1,4,,,2,1,2,1,,,,,1,1
895879,1,,1,2,,1,1,,,2,1,2,1,,,,,1,1
895882,2,,2,2,,1,2,,1973,2,1,2,1,2,1,2,1,1,1
895885,2,,2,2,,1,1,,1953,1,1,1,1,1,1,1,1,1,1
895886,2,,2,2,,1,3,,1968,2,1,2,1,2,1,2,1,1,1
895888,2,,3,1,3,1,1,,1984,2,1,2,1,2,1,2,1,1,1
895889,2,,5,1,3,2,,,2008,2,,2,1,2,1,2,1,1,1
895924,1,,1,2,,1,2,,,2,1,2,1,,,,,2,1
895925,1,,3,1,4,2,,,1997,2,1,2,1,2,1,2,1,1,1
895926,1,,2,2,,1,2,,1960,1,1,1,1,2,1,2,1,1,1
895929,1,,1,2,,1,2,,,1,1,1,1,,,,,3,1
895931,1,,2,2,,2,,2,,3,1,2,1,,,,,1,1
895935,2,,1,1,2,2,,2,,4,1,4,1,,,,,2,1
895938,2,,1,2,,1,3,,,1,1,1,1,,,,,2,1
895942,2,,2,2,,1,1,,,2,1,2,1,,,,,1,1
895972,1,,5,2,,2,,,1984,2,1,2,1,1,1,1,1,1,1
895975,1,,4,2,,2,,,1973,2,1,2,1,2,1,2,1,1,1
895976,1,,1,2,,1,5,,,2,1,2,1,,,,,1,1
895978,1,,1,2,,2,,,,1,1,1,1,,,,,1,1
895979,1,,3,2,,2,,,1980,2,1,2,1,2,1,2,1,1,1
895982,1,,2,2,,2,,,1966,2,1,2,1,2,1,2,1,1,1
895984,2,,5,2,,2,,,2013,3,,1,,2,1,2,1,1,1
895986,2,,1,2,,2,,2,,5,1,3,1,,,,,2,1
895988,2,,3,2,,2,,,1984,2,1,2,1,2,1,2,1,1,1
895990,2,,1,2,,1,6,2,,1,1,1,1,,,,,1,1
