SESSO,ETA,NCOMP,NSESSOM,NSESSOF,NCOMP13,NCOMP1417,NCOMP1844,NCOMP4554,NCOMP5564,NCOMP65,A01,A02,A03,A04,A05,A06,A08,A10,A11,A12,A13,A14,A15,A16_1,A16A_1,A16_2,A16A_2,A16_3,A16A_3,A16A_4,A16A_5,A16A_6,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44_1,A44_2,A44_3,A44_4,A44_5,A45_1_1,A45_2_1,A45_3_1,A45_4_1,A45_5_1,A45_1_2,A45_2_2,A45_3_2,A45_4_2,A45_5_2,A45_1_3,A45_2_3,A45_3_3,A45_4_3,A45_5_3,A45_1_4,A45_2_4,A45_3_4,A45_4_4,A45_5_4,AREA5,ACOM,Y_MONTH,PANEL,PESO,pesopanel,TITOLO,A07,A09,ID
1,74,2,1,1,0,0,0,0,0,2,9,9,9,,9,99,,4,,,,,,2,2,2,2,2,2,2,2,2,3,2,,2,,,4,3,2,2,,4,3,2,2,3,3,3,3,4,,3,2,,2,,3,3,3,1,1,3,3,3,2,1,3,2,3,2,1,2,2,2,1,1,2,2,2,1,1,4,4,11,1,22562.573864071,55854.8650220409,2,0,0,43367
1,72,3,2,1,0,0,1,0,0,2,3,3,2,,1,9,0,4,,,,,0,2,2,2,2,2,2,2,2,2,4,2,,2,,,4,2,,2,,3,2,,1,2,,,,4,,3,2,,1,1,3,2,3,2,3,3,4,3,3,3,2,2,2,2,2,3,2,2,1,2,3,2,2,2,2,1,4,18,2,7978.83024589875,,3,1,1,43386
1,59,6,2,4,1,0,3,0,2,0,5,5,1,4,1,99,0,2,,3,0,,0,2,2,2,2,2,2,1,1,2,1,2,2,2,,,2,3,2,2,,1,2,,2,3,4,2,2,4,,3,2,,1,3,3,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,12,2,5047.1530168041,,3,3,1,43395
1,45,4,2,2,1,1,1,1,0,0,3,4,2,,3,99,0,1,1,98,20,,0,2,2,2,2,2,2,2,2,2,2,2,2,3,,2,1,2,,2,,2,2,,1,2,,,,1,1,,2,,2,,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,9,1,8310.53355167853,29356.1686948698,3,1,1,43406
2,44,1,0,1,0,0,1,0,0,0,9,9,1,11,1,9,0,2,,4,0,,,2,2,2,2,2,2,2,1,2,1,2,,2,,,4,3,2,2,,4,2,,2,2,,,,4,,3,1,1,,,3,2,3,1,1,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,2,1,1,1,1,2,5,10,1,12838.1595229545,34636.7777360479,4,1,0,43422
2,53,1,0,1,0,0,0,1,0,0,2,2,1,1,3,99,,3,,,,0,,2,2,2,2,2,2,2,2,2,1,2,,2,,,3,3,1,2,,1,2,,1,2,,,,4,,3,2,,2,,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,4,2,98,1,18337.1920147708,47916.5995255671,3,0,0,43437
1,74,2,1,1,0,0,0,0,0,2,3,3,2,,2,7,,4,,,,,,2,2,2,2,2,2,2,2,2,3,2,,2,,,4,2,,2,,1,1,,1,2,,,,4,,3,2,,1,1,3,1,1,1,1,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,98,2,11700.8436618753,,3,0,0,43442
2,80,3,0,3,0,0,1,1,0,1,9,9,9,,9,99,0,4,,,,,0,2,2,2,2,2,2,2,2,2,1,2,,2,,,4,2,,2,,4,2,,1,2,,,,4,,3,1,3,,,1,1,1,3,1,1,1,3,3,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,98,1,5498.63680325916,11912.0093704096,3,1,1,43446
1,66,2,1,1,0,0,0,0,0,2,3,3,3,,2,99,2,4,,,,,,2,2,2,2,2,2,2,2,2,4,2,,2,,,3,2,,2,,2,1,,1,3,1,3,3,4,,3,2,,2,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,5,3,10,2,10080.1109804491,,3,2,0,43525
1,53,5,3,2,1,0,2,2,0,0,4,5,1,5,3,5,,3,,,,50,,2,2,1,1,2,2,2,2,2,3,2,2,2,,,2,3,3,1,1,1,1,,3,3,3,3,3,4,,2,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,3,11,2,6321.25786801892,,3,0,0,43583
2,62,6,2,4,2,0,3,0,1,0,5,5,9,,4,99,4,4,,,,,0,2,2,2,2,2,2,2,2,1,1,2,2,2,,,6,2,,2,,4,2,,1,2,,,,4,,3,1,1,,,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,98,2,3988.3686996023,,4,4,3,43590
1,79,2,1,1,0,0,0,0,0,2,2,2,1,2,4,2,,4,,,,,,2,2,2,2,2,2,2,2,2,3,1,,2,,,5,2,,1,3,4,2,,2,2,,,,4,,3,1,3,,,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,3,2,5,19,2,11571.162224244,,3,0,0,43670
1,57,4,2,2,0,0,2,1,1,0,4,4,2,,2,99,2,1,1,98,1,,5,2,2,2,2,2,2,2,2,2,4,2,,2,,,3,2,,2,,2,2,,2,2,,,,4,,3,2,,1,2,2,2,1,2,2,3,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,3,5,6,2,13056.7261642347,,2,3,3,43679
1,59,3,1,2,0,0,1,0,2,0,3,9,1,99,4,99,1,6,,,,,0,2,2,2,2,2,2,2,2,2,2,2,,2,,,3,2,,1,3,1,1,,1,2,,,,4,,3,2,,2,,2,3,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,98,2,6774.164880765,,3,1,1,43709
1,75,2,1,1,0,0,0,0,0,2,4,3,1,11,4,99,,4,,,,,,2,2,2,2,2,2,2,2,2,3,2,,2,,,5,2,,2,,4,2,,2,3,3,3,3,4,,3,2,,1,1,3,2,3,1,1,3,1,1,3,3,3,3,1,2,2,3,2,1,2,1,3,2,1,2,1,1,1,15,1,7707.88377025814,17642.4530696889,4,0,0,43786
1,83,2,1,1,0,0,0,0,0,2,2,2,2,,4,5,,4,,,,,,2,2,2,2,2,2,2,2,2,4,2,,2,,,6,2,,2,,4,2,,1,2,,,,4,,3,1,3,,,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,5,5,23,1,7026.29249564826,17393.9649489529,7,0,0,43793
1,61,3,1,2,0,0,1,0,2,0,2,2,1,7,2,4,0,4,,,,,40,2,2,2,2,2,2,2,2,2,1,1,,2,,,4,2,,1,3,4,2,,2,2,,,,4,,3,2,,2,,3,2,2,2,1,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,2,1,1,1,1,3,3,16,2,9900.05658954109,,3,1,1,43823
1,78,2,1,1,0,0,0,0,0,2,2,2,1,3,2,4,,4,,,,,,2,2,2,2,2,2,2,2,2,4,2,,2,,,3,2,,2,,4,2,,2,3,1,3,1,4,,3,1,3,,,2,2,3,1,1,2,2,2,3,3,1,1,1,1,3,1,1,1,2,3,1,1,2,2,3,3,4,10,1,9110.87553340325,22163.5722832787,4,0,0,43852
1,70,5,3,2,1,0,2,0,0,2,4,4,9,,9,99,0,4,,,,,0,2,2,2,2,2,2,2,2,2,3,2,2,2,,,4,2,,2,,4,2,,2,2,,,,4,,3,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,98,2,19310.9439225398,,2,1,1,43882
1,34,2,1,1,0,0,2,0,0,0,2,2,2,,4,4,1,1,1,2,0,,0,2,1,2,2,2,2,2,2,2,4,2,,1,3,,6,2,,2,,4,1,,1,2,,,,4,,3,1,3,,,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,18,1,10655.0148824903,28329.5379274289,5,2,1,43974
1,87,3,1,2,0,0,0,1,0,2,5,5,1,2,2,5,0,4,,,,,50,2,1,2,2,2,2,2,2,2,3,1,,2,,,5,3,2,2,,4,2,,2,3,1,3,3,4,,3,2,,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98,2,21554.9954221827,,2,1,1,43982
1,56,4,2,2,0,0,2,0,2,0,4,5,1,99,2,99,0,2,,98,0,,0,2,2,2,2,2,2,2,1,2,4,2,,2,,,4,3,2,2,,4,3,2,2,3,2,2,1,4,,3,2,,1,3,2,1,1,1,2,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3,1,98,2,6672.94136125702,,3,2,1,43988
1,54,4,1,3,0,0,2,2,0,0,1,1,1,99,9,99,0,3,,,,50,0,2,2,2,2,2,2,2,2,2,3,2,,2,,,1,2,,2,,1,2,,1,3,2,3,2,4,,2,2,,2,,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,4,3,4,2,2983.85569795173,,3,1,1,44010
1,70,3,1,2,0,0,1,0,1,1,4,4,1,99,1,99,0,4,,,,,,2,2,2,2,2,2,2,2,2,3,2,,2,,,4,3,1,2,,1,2,,1,2,,,,4,,3,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,6,1,14823.6275695323,38438.986442148,2,1,0,44067
2,74,2,1,1,0,0,0,1,0,1,5,5,3,,5,99,1,4,,,,,0,2,2,2,2,2,2,2,2,2,4,2,,3,,2,3,2,,2,,4,2,,1,2,,,,4,,3,2,,1,1,2,1,3,1,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,3,5,10,2,30368.5996488289,,2,1,1,44102
2,52,3,1,2,0,0,1,1,1,0,4,4,2,,2,99,0,6,,,,,0,2,2,2,2,2,2,2,2,2,2,2,,2,,,3,2,,2,,1,3,1,2,3,2,3,3,4,,3,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,3,3,3,3,3,1,5,10,2,4482.82770462456,,4,2,2,44104
1,43,3,2,1,1,0,2,0,0,0,5,5,1,8,3,1,2,1,1,7,50,,50,1,1,2,2,2,2,2,2,1,1,1,1,2,,,3,3,2,2,,1,3,2,2,3,1,3,1,4,,3,2,,1,1,3,2,2,2,1,3,3,3,3,3,3,3,2,2,1,2,1,1,2,1,2,1,1,1,1,3,3,10,2,8389.69829063449,,6,2,2,44107
1,59,4,2,2,0,0,2,1,1,0,5,5,1,99,9,99,2,1,1,9,0,,0,2,2,1,2,2,2,2,2,2,1,2,,4,,,3,2,,2,,2,2,,2,1,,3,1,4,,2,1,1,,,3,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,1,1,4,4,13,2,4610.46799297134,,3,3,1,44128
1,51,2,1,1,0,0,0,2,0,0,4,4,1,4,2,9,0,1,1,98,0,,,2,2,2,2,2,2,2,2,2,4,2,,2,,,4,2,,2,,1,2,,1,2,,,,4,,3,1,3,,,2,1,1,1,4,3,3,1,1,3,3,3,1,1,3,3,3,1,1,3,3,3,1,1,3,1,3,11,1,8714.04328009039,19591.1485166673,3,1,0,44141
2,75,2,1,1,0,0,1,0,0,1,4,5,1,3,1,6,1,4,,,,,1,2,2,2,2,2,2,2,2,2,1,1,,2,,,3,3,4,2,,2,3,2,2,3,2,3,3,4,,3,1,3,,,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,98,2,6876.18537199079,,6,2,1,44155
1,55,4,2,2,1,0,1,0,1,1,4,4,1,7,2,7,1,1,1,2,5,,30,2,2,2,2,2,2,2,2,2,4,1,1,2,,,5,2,,1,3,2,2,,1,2,,,,4,,3,2,,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,1,2,1,1,3,1,15,2,5488.43557849342,,6,2,2,44169
1,77,5,2,3,1,0,0,2,0,2,4,5,2,,4,2,2,4,,,,,1,2,2,2,2,2,2,2,2,2,4,2,2,2,,,4,2,,2,,1,2,,1,2,,,,4,,3,1,1,,,2,3,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,3,2,2,2,1,19,1,19794.6309452978,44840.1685334852,2,2,2,44180
2,75,2,1,1,0,0,0,1,0,1,4,4,1,5,2,7,0,1,1,2,0,,0,2,2,2,2,2,2,2,2,2,1,1,,2,,,5,2,,2,,4,2,,2,2,,,,4,,3,1,1,,,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,98,2,6268.63797647841,,4,1,1,44200
1,45,4,1,3,2,0,1,1,0,0,2,2,1,99,2,5,0,1,1,5,0,,0,2,2,2,2,2,2,2,2,2,1,2,2,2,,,5,2,,2,,3,2,,1,3,2,2,1,4,,3,1,1,,,4,4,1,1,2,4,4,4,1,2,2,2,1,1,1,2,2,1,1,1,2,2,1,1,1,4,3,16,2,7088.09618152892,,3,1,1,44219
1,73,3,1,2,0,0,1,0,0,2,4,4,1,11,1,4,1,3,,,,80,0,2,2,2,2,2,2,2,2,2,1,1,,2,,,3,2,,2,,1,2,,1,2,,,,2,2,,1,1,,,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,98,2,9327.64163809758,,3,2,1,44295
1,52,4,1,3,0,0,2,2,0,0,2,2,1,2,3,99,1,1,1,1,20,,40,2,2,1,1,2,2,2,2,2,3,2,,2,,,3,2,,2,,2,2,,2,2,,,,4,,3,2,,2,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,98,1,2983.85569795173,9179.05183542718,3,3,2,44322
2,49,3,1,2,0,0,2,1,0,0,3,4,1,10,9,8,1,1,3,1,0,,0,2,2,1,1,2,2,2,2,2,1,1,,2,,,3,3,1,2,,4,2,,1,2,,,,4,,3,2,,2,,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,2,4270.16880157098,,3,1,1,44345
2,73,3,1,2,0,0,0,2,0,1,5,5,1,3,2,99,1,1,1,9,5,,5,2,1,2,2,2,1,2,2,2,4,1,,3,,2,3,3,1,1,3,1,1,,1,3,1,2,1,2,1,,1,3,,,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,4,2,2,4867.41939860039,,4,1,1,44521
2,72,1,0,1,0,0,0,0,0,1,9,3,2,,2,99,0,4,,,,,0,2,2,2,2,2,2,2,2,2,1,2,,2,,,3,2,,1,1,4,2,,3,3,3,2,2,1,1,,2,,2,,2,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,1,1,1,4,4,3,2,25222.0333285237,,3,1,0,44643
1,69,2,1,1,0,0,0,0,0,2,2,2,2,,3,4,,4,,,,,,2,2,2,2,2,2,1,2,2,4,2,,2,,,5,2,,2,,4,2,,1,2,,,,4,,3,2,,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,5,98,2,8148.46296755917,,4,0,0,44644
1,78,2,1,1,0,0,0,0,1,1,3,2,2,,9,99,1,4,,,,,0,2,2,2,2,2,2,2,2,2,4,2,,2,,,5,2,,2,,4,2,,1,3,2,3,3,4,,3,2,,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,4,98,1,14057.6177333168,34239.1517434531,3,2,1,44669
1,76,4,1,3,0,0,2,0,0,2,5,5,1,11,9,99,,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,3,2,,2,,3,3,2,2,2,,,,4,,3,2,,2,,3,3,3,3,3,3,3,3,3,1,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,9,1,5903.87573515643,12708.7884414339,3,0,0,44720
1,57,5,1,4,1,0,2,1,1,0,1,2,3,,3,5,,2,,3,9,,,1,1,1,1,1,1,1,1,1,3,3,2,2,,,2,2,,2,,1,2,,2,2,,,,2,2,,2,,2,,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,98,1,5292.60002132028,18656.4792874118,3,0,0,44732
1,58,2,1,1,0,0,0,0,1,1,3,3,2,,4,2,1,1,1,9,0,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,4,2,,2,,3,2,,1,2,,,,4,,3,2,,2,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,13,1,7243.02703523603,17959.875427671,6,1,0,44745
2,71,2,0,2,0,0,1,0,0,1,5,5,3,,5,8,,6,,,,,,2,2,2,2,2,2,2,2,2,1,2,,3,,1,2,3,2,2,,1,2,,1,2,,,,4,,3,2,,2,,2,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,2,2,3,2,2,2,2,2,2,1,4,6,2,4686.01648817628,,4,0,0,44752
1,70,3,2,1,0,0,1,0,1,1,3,3,2,,3,99,,4,,,,,,2,2,2,2,2,2,2,2,2,4,2,,2,,,3,2,,1,3,3,2,,2,2,,,,4,,3,2,,2,,3,4,1,1,1,3,2,1,1,1,3,2,1,1,1,3,2,1,1,1,2,2,1,1,1,3,5,11,1,6574.56236872874,16319.0152729554,4,0,0,44758
1,74,3,1,2,0,0,1,0,1,1,4,5,2,,5,1,1,1,1,9,0,,0,2,2,2,2,2,2,2,2,2,3,2,,2,,,4,2,,2,,4,2,,1,2,,,,4,,3,1,2,,,3,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,4,21,1,6581.18025996104,14695.7486770809,3,3,1,44762
1,74,4,2,2,0,0,2,0,0,2,5,5,1,11,1,4,1,4,,,,,0,2,2,2,2,2,2,2,2,2,3,2,,3,,2,5,2,,2,,4,2,,1,3,3,3,1,4,,3,2,,2,,3,1,1,1,1,3,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,21,1,4574.77278593402,10009.8945635733,4,2,2,44767
1,75,2,1,1,0,0,0,0,0,2,5,4,1,6,2,4,,4,,,,,,2,2,2,2,2,2,2,2,2,3,2,,2,,,3,2,,2,,4,2,,2,2,,,,4,,3,2,,2,,3,1,2,1,2,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,5,9,2,12090.5490273175,,3,0,0,44806
1,73,2,1,1,0,0,0,0,0,2,3,3,2,,9,99,,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,2,2,,2,,1,1,,3,2,,,,4,,3,2,,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,4,98,1,9354.74734185515,21411.9330125744,3,0,0,44889
1,80,3,1,2,0,0,1,0,0,2,5,5,1,11,1,8,0,4,,,,,,2,2,2,2,2,2,2,2,2,4,1,,2,,,3,2,,2,,4,2,,2,1,,3,1,4,,3,2,,2,,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,18,2,5430.8770164893,,4,2,0,44930
1,54,4,2,2,0,0,2,2,0,0,2,2,2,,2,7,0,2,,98,0,,0,2,2,1,1,2,2,2,1,2,3,1,,2,,,3,3,1,2,,2,1,,1,3,2,3,3,4,,3,2,,2,,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,1,2,14518.0265631159,,2,2,3,44944
1,53,4,1,3,0,0,2,2,0,0,5,5,1,4,2,6,0,1,1,9,0,,100,1,1,2,2,2,2,2,2,2,3,2,,1,1,,5,3,4,2,,4,3,4,3,1,,2,2,4,,3,1,1,,,3,2,2,2,2,3,2,2,2,2,3,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,5,19,2,2467.80820971636,,6,2,1,44952
1,83,6,4,2,0,0,3,0,0,3,9,9,9,,4,99,1,4,,,,,0,2,2,1,1,2,2,2,2,2,4,2,,2,,,3,3,1,2,,4,3,1,2,2,,,,4,,3,2,,2,,2,2,2,2,1,3,2,2,1,1,3,2,2,1,1,3,2,2,1,1,3,2,2,1,1,5,3,11,1,14110.9959287876,37119.6072762491,2,2,2,44956
1,81,2,1,1,0,0,0,0,0,2,5,4,1,99,2,99,,4,,,,,,2,2,2,2,2,2,2,2,2,3,2,,2,,,3,2,,2,,4,3,1,1,3,2,2,2,4,,3,2,,2,,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,98,1,27298.904445987,62484.0299746916,2,0,0,44984
1,71,2,1,1,0,0,0,0,0,2,4,4,9,,1,99,0,6,,,,,,2,2,2,2,2,2,2,2,2,3,1,,2,,,3,3,2,2,,3,3,2,2,2,,,,4,,3,1,1,,,3,2,2,1,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,5,7,2,12063.808787587,,3,1,0,44988
1,52,2,1,1,0,0,0,2,0,0,4,4,1,3,2,3,0,1,1,2,30,,20,2,2,2,2,2,2,2,2,2,3,1,,2,,,4,3,2,2,,4,3,2,2,3,1,3,3,1,2,,2,,1,3,2,2,2,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,15,1,6888.38605699042,15486.6564171161,4,2,1,45039
2,81,2,0,2,0,0,0,1,0,1,9,9,9,,9,99,0,4,,,,,0,2,2,2,2,2,2,2,2,2,4,3,,4,,,6,3,4,2,,1,1,,2,3,4,3,3,4,,3,2,,2,,4,4,4,4,3,3,3,3,4,4,4,3,3,3,4,3,4,3,4,3,3,4,3,4,3,3,2,16,2,24007.8443015639,,2,1,1,45064
1,80,2,1,1,0,0,0,0,1,1,3,3,2,,4,99,0,4,,,,,,2,2,2,2,2,2,2,2,2,1,1,,3,,2,2,2,,2,,4,2,,2,2,,,,4,,3,2,,2,,3,3,2,3,2,3,2,3,2,1,3,2,3,2,1,3,1,1,1,1,2,1,1,1,1,4,4,9,1,9830.57827411519,24375.9909118336,3,1,0,45067
1,45,2,1,1,0,0,1,1,0,0,3,3,3,,3,99,0,1,1,98,0,,0,2,2,2,2,2,2,2,2,2,2,3,,3,,2,2,2,,2,,2,2,,2,2,,,,2,3,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,5945.39974490383,,6,1,1,45068
1,84,2,1,1,0,0,0,0,0,2,9,4,1,99,4,99,,4,,,,,,2,2,2,2,2,2,2,2,2,4,2,,2,,,3,2,,2,,1,2,,1,2,,,,4,,3,2,,2,,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,2,9,2,21980.0825466745,,2,0,0,45112
1,37,5,4,1,3,0,2,0,0,0,4,4,2,,2,8,1,1,1,98,0,,,2,1,2,1,2,2,2,2,2,3,1,1,1,3,,4,3,2,1,3,1,2,,1,2,,,,4,,3,1,1,,,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,2,3,1,1,2,1,1,1,1,4,5,17,1,16293.8632150535,60594.0945327834,3,2,0,45142
2,43,2,0,2,0,0,2,0,0,0,3,2,2,,9,99,1,1,1,2,5,,0,2,2,2,2,2,2,2,2,2,1,2,,1,1,,3,3,2,1,1,1,3,1,2,2,,,,4,,2,1,1,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,11,2,6662.84154430552,,3,1,1,45155
2,62,3,1,2,0,0,2,0,1,0,4,4,1,11,1,2,2,4,,,,,0,2,2,2,2,2,2,2,2,2,4,2,,3,,2,4,2,,2,,1,2,,2,2,,,,4,,3,2,,2,,3,2,2,1,1,2,2,2,1,1,3,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,5,98,2,3776.5023672634,,4,3,2,45160
1,86,5,1,4,0,0,0,1,2,2,3,4,1,9,9,99,0,4,,,,,1,2,2,2,1,2,2,2,2,2,1,2,,2,,,4,2,,2,,4,3,2,1,2,,,,4,,3,2,,2,,3,4,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,12,1,13913.6869083135,31236.0754511298,2,2,1,45174
1,76,3,1,2,0,0,1,0,0,2,4,4,2,,3,9,,4,,,,,,2,2,2,2,2,2,2,2,2,1,2,,3,,2,4,2,,2,,1,2,,3,2,,,,4,,3,2,,2,,2,2,2,1,1,3,2,3,2,2,2,3,2,3,3,3,3,3,3,2,3,3,2,2,2,4,2,5,1,6836.50168007919,17668.3551697752,3,0,0,45179
2,50,1,0,1,0,0,0,1,0,0,4,4,1,4,1,7,1,1,1,9,0,,,2,2,2,2,2,2,2,2,2,1,2,,2,,,4,2,,2,,4,2,,1,2,,,,4,,3,2,,1,1,3,2,2,2,1,3,3,3,3,3,3,2,2,2,1,2,2,1,2,1,2,2,1,2,1,3,4,11,1,15664.7029726905,40468.3352986575,7,1,0,45226
1,72,3,2,1,0,0,1,0,1,1,3,2,2,,4,3,0,6,,,,,1,2,2,2,2,2,2,2,1,2,4,2,,2,,,4,3,2,2,,4,3,2,3,2,,,,4,,3,2,,1,3,3,2,2,1,1,3,2,2,2,2,3,2,2,1,2,3,1,1,1,2,3,1,1,1,2,3,4,98,2,6759.55460139453,,7,2,1,45268
1,44,2,1,1,0,0,2,0,0,0,3,3,3,,4,5,2,1,1,6,50,,50,1,1,2,2,2,2,2,2,2,1,1,,1,3,,5,3,3,2,,4,2,,2,3,2,3,3,2,2,,2,,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,5,12,2,10900.6828455071,,3,2,1,45275
1,67,6,2,4,1,0,3,0,1,1,4,4,1,7,3,5,1,4,,,,,1,2,2,2,2,2,2,2,2,2,1,2,1,2,,,3,2,,2,,1,2,,2,2,,,,2,2,,2,,2,,2,3,3,4,3,2,3,1,3,3,2,4,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,98,2,5788.62954995152,,3,3,3,45299
1,46,4,2,2,1,1,1,1,0,0,4,4,2,,4,99,0,1,1,98,40,,0,2,1,2,2,2,2,2,2,2,4,2,2,1,3,,3,2,,2,,4,1,,1,2,,,,4,,3,1,3,,,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,18,1,10884.5010030989,33104.8029917486,3,2,1,45348
1,65,3,1,2,0,0,1,0,1,1,5,5,1,11,2,9,0,4,,,,,70,2,2,2,2,2,2,2,2,2,4,2,,2,,,5,1,,2,,4,1,,1,3,4,3,1,4,,1,2,,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,11,2,5259.56454723939,,4,1,1,45364
2,72,3,1,2,0,0,1,1,0,1,4,4,1,11,1,9,,4,,,,,1,2,2,2,2,2,2,2,2,2,4,1,,3,,1,3,3,4,2,,4,1,,2,3,3,3,1,4,,2,2,,2,,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,2,98,1,6907.6513841562,18098.1287610815,3,0,1,45384
