nquest,NCOMP,nord,sex,anasc,staciv,ireg,PERC
856674,2,2,2,1933,1,9,1
856688,4,1,2,1965,3,9,1
856688,4,2,1,1964,3,9,1
856688,4,3,2,1995,2,9,0
856688,4,4,1,2005,2,9,0
856708,3,1,1,1947,1,9,1
856708,3,2,2,1950,1,9,1
856708,3,3,1,1991,2,9,1
856731,4,1,1,1949,1,9,1
856731,4,2,2,1958,1,9,1
856731,4,3,1,1992,2,9,1
856731,4,4,1,1995,2,9,0
856759,1,1,1,1960,2,9,1
856963,2,1,2,1929,1,20,1
856963,2,2,1,1931,1,20,1
857044,1,1,2,1938,4,16,1
857107,2,1,1,1957,1,17,1
857107,2,2,2,1959,1,17,1
857172,2,1,2,1945,1,8,1
857172,2,2,1,1942,1,8,1
857273,5,1,1,1966,1,13,1
857273,5,2,2,1971,1,13,0
857273,5,3,1,1998,2,13,0
857273,5,4,1,2001,2,13,0
857273,5,5,1,2003,2,13,0
857353,2,1,1,1946,1,12,1
857353,2,2,2,1952,1,12,0
857398,2,1,2,1953,1,8,1
857398,2,2,1,1946,1,8,1
857466,2,1,2,1959,1,14,1
857466,2,2,1,1959,1,14,1
857467,4,1,2,1962,1,14,1
857467,4,2,1,1962,1,14,1
857467,4,3,1,1988,2,14,0
857467,4,4,2,1990,2,14,1
857514,3,1,2,1982,1,19,1
857514,3,2,1,1980,1,19,1
857514,3,3,1,2001,2,19,0
857521,2,1,2,1980,4,19,1
857521,2,2,2,1999,2,19,0
857549,1,1,2,1947,4,19,1
857621,2,1,1,1940,1,7,1
857621,2,2,2,1952,1,7,1
857670,1,1,1,1951,2,7,1
857679,2,1,1,1949,1,7,1
857679,2,2,2,1953,1,7,1
857718,1,1,2,1943,3,7,1
857741,2,1,1,1950,1,7,1
857741,2,2,2,1958,1,7,0
857856,4,1,1,1956,1,3,1
857856,4,2,1,1979,1,3,0
857856,4,3,2,1962,1,3,0
857856,4,4,2,1985,2,3,0
857914,1,1,2,1939,4,15,1
858214,4,1,1,1968,1,1,1
858214,4,2,2,1974,1,1,0
858214,4,3,2,2006,2,1,0
858214,4,4,2,2011,2,1,0
858238,1,1,2,1984,2,1,1
858353,4,1,2,1970,1,10,1
858353,4,2,1,1963,1,10,1
858353,4,3,2,1997,2,10,1
858353,4,4,2,2002,2,10,0
858445,1,1,2,1959,3,7,1
858474,2,1,2,1939,1,7,1
858474,2,2,1,1939,1,7,1
858481,1,1,1,1924,4,7,1
858534,5,1,2,1973,2,11,1
858534,5,2,1,1972,2,11,1
858534,5,3,1,2008,2,11,0
858534,5,4,1,2010,2,11,0
858534,5,5,1,2011,2,11,0
858712,4,1,1,1967,1,18,1
858712,4,2,2,1971,1,18,0
858712,4,3,1,1996,2,18,0
858712,4,4,1,2001,2,18,0
858735,4,1,1,1959,1,18,1
858735,4,2,2,1964,1,18,0
858735,4,3,2,1987,2,18,0
858735,4,4,2,1992,2,18,0
858811,4,1,1,1965,1,12,1
858811,4,2,2,1966,1,12,1
858811,4,3,2,1995,2,12,0
858811,4,4,2,2000,2,12,0
859244,2,1,1,1939,1,9,1
859244,2,2,2,1941,1,9,1
859261,4,1,1,1961,1,3,1
859261,4,2,2,1964,1,3,1
859261,4,3,2,1991,2,3,1
859261,4,4,1,1994,2,3,0
859293,1,1,1,1938,2,3,1
859321,3,1,1,1961,1,8,1
859321,3,2,2,1956,1,8,0
859321,3,3,2,1997,2,8,0
859360,5,1,2,1983,1,20,0
859360,5,2,1,1980,1,20,1
859360,5,3,2,2007,2,20,0
859360,5,4,2,2012,2,20,0
859360,5,5,1,2014,2,20,0
859449,2,1,1,1946,1,10,1
859449,2,2,2,1950,1,10,1
859456,4,1,1,1964,1,10,1
859456,4,2,2,1965,1,10,1
859456,4,3,1,1992,2,10,1
859456,4,4,1,1996,2,10,0
859459,4,1,1,1961,1,10,1
859459,4,2,2,1963,1,10,1
859459,4,3,1,1991,2,10,1
859459,4,4,1,1995,2,10,0
859507,5,1,2,1971,1,16,0
859507,5,2,1,1967,1,16,1
859507,5,3,1,1996,2,16,0
859507,5,4,1,2004,2,16,0
859507,5,5,2,2010,2,16,0
859573,4,1,1,1971,1,15,1
859573,4,2,2,1976,1,15,0
859573,4,3,1,1995,2,15,0
859573,4,4,1,2001,2,15,0
859587,5,1,1,1970,1,15,0
859587,5,2,2,1974,1,15,1
859587,5,3,1,2007,2,15,0
859587,5,4,1,2010,2,15,0
859587,5,5,2,2010,2,15,0
859588,5,1,1,1980,1,15,1
859588,5,2,2,1974,1,15,0
859588,5,3,2,2002,2,15,0
859588,5,4,2,2006,2,15,0
859588,5,5,1,2010,2,15,0
859592,5,1,1,1957,1,15,1
859592,5,2,2,1958,1,15,1
859592,5,3,1,1985,2,15,1
859592,5,4,2,1986,2,15,0
859592,5,5,2,1990,2,15,0
859597,1,1,1,1963,2,15,1
859611,2,1,1,1951,1,15,1
859611,2,2,2,1956,1,15,1
859616,1,1,1,1962,3,15,1
859696,1,1,2,1955,4,19,1
859908,1,1,1,1958,3,4,1
859913,1,1,2,1968,3,4,1
859920,5,1,2,1981,1,4,0
859920,5,2,1,1979,1,4,1
859920,5,3,2,2001,2,4,0
859920,5,4,1,2006,2,4,0
859920,5,5,2,2009,2,4,0
859946,4,1,2,1970,1,19,0
859946,4,2,1,1967,1,19,1
859946,4,3,1,1994,2,19,0
859946,4,4,2,2007,2,19,0
859993,1,1,1,1943,4,3,1
860092,2,1,1,1926,1,3,1
860092,2,2,2,1939,1,3,1
860095,1,1,2,1968,2,3,1
860127,1,1,1,1980,3,3,1
860164,1,1,1,1986,2,3,1
860182,1,1,2,1919,4,3,1
860328,1,1,2,1950,4,19,1
860353,4,1,1,1971,2,19,1
860353,4,2,2,1973,2,19,1
860353,4,3,1,2010,2,19,0
860353,4,4,2,2015,2,19,0
860381,2,1,1,1943,1,8,1
860381,2,2,2,1947,1,8,1
860525,4,1,2,1968,1,1,1
860525,4,2,1,1968,1,1,1
860525,4,3,2,1998,2,1,0
860525,4,4,1,2000,2,1,0
860573,2,1,2,1964,1,1,0
860573,2,2,1,1963,1,1,1
860684,2,1,2,1937,4,11,1
860684,2,2,1,1965,2,11,1
860688,3,1,1,1948,1,11,1
860688,3,2,2,1952,1,11,1
860688,3,3,1,1981,2,11,1
860704,4,1,1,1967,1,9,1
860704,4,2,2,1966,1,9,1
860704,4,3,2,2000,2,9,0
860704,4,4,2,2005,2,9,0
860726,1,1,1,1967,2,9,1
860757,3,1,1,1943,1,18,1
860757,3,2,2,1951,1,18,1
860757,3,3,2,1934,4,18,1
860780,3,1,1,1959,1,18,1
860780,3,2,2,1967,1,18,0
860780,3,3,2,1991,2,18,0
860783,1,1,2,1938,4,18,1
860787,1,1,2,1962,3,18,1
860799,4,1,1,1950,1,11,1
860799,4,2,2,1955,1,11,0
860799,4,3,1,1994,2,11,0
860799,4,4,2,1993,2,11,0
860820,2,1,2,1989,1,11,1
860820,2,2,1,1986,1,11,1
860826,2,1,1,1971,2,11,1
860826,2,2,2,1939,4,11,1
860900,2,1,2,1967,1,13,0
860900,2,2,1,1958,1,13,1
860929,1,1,2,1930,4,9,1
860940,2,1,1,1951,1,9,1
860940,2,2,2,1952,1,9,1
860963,1,1,2,1957,2,8,1
860977,3,1,2,1961,1,8,0
860977,3,2,1,1956,1,8,0
860977,3,3,1,1996,2,8,1
860985,4,1,1,1959,1,8,1
860985,4,2,2,1957,1,8,1
860985,4,3,2,1984,2,8,1
860985,4,4,2,1991,2,8,1
861061,4,1,1,1961,1,3,1
861061,4,2,2,1966,1,3,1
861061,4,3,1,1997,2,3,0
861061,4,4,1,2003,2,3,0
861065,2,1,1,1939,1,3,1
861065,2,2,2,1943,1,3,0
861272,3,1,2,1952,1,15,0
861272,3,2,1,1950,1,15,1
861272,3,3,2,1981,2,15,0
861452,2,1,1,1935,1,12,1
861452,2,2,2,1936,1,12,1
861471,3,1,1,1956,3,12,1
861471,3,2,2,1964,3,12,1
861471,3,3,1,2006,2,12,0
861502,1,1,2,1933,4,1,1
861508,2,1,2,1958,4,1,1
861508,2,2,1,1990,2,1,0
861578,3,1,2,1966,2,15,0
861578,3,2,2,1936,4,15,1
861578,3,3,1,1965,2,15,1
861581,4,1,2,1960,1,15,0
861581,4,2,1,1959,1,15,1
861581,4,3,1,1985,2,15,1
861581,4,4,2,1992,2,15,0
861584,4,1,2,1944,1,15,1
861584,4,2,1,1932,1,15,1
861584,4,3,1,1970,2,15,0
861584,4,4,1,1971,2,15,0
861731,1,1,1,1972,2,20,1
861752,4,1,2,1939,4,20,1
861752,4,2,1,1968,2,20,0
861752,4,3,1,1970,2,20,0
861752,4,4,1,1971,2,20,0
861850,3,1,1,1952,1,20,1
861850,3,2,2,1954,1,20,0
861850,3,3,1,1988,2,20,0
861949,5,1,1,1959,1,13,1
861949,5,2,2,1960,1,13,1
861949,5,3,2,1988,2,13,0
861949,5,4,2,1989,2,13,1
861949,5,5,2,1991,2,13,0
861954,3,1,1,1961,1,13,1
861954,3,2,2,1964,1,13,0
861954,3,3,1,1996,2,13,0
861992,1,1,1,1951,2,11,1
862003,2,1,1,1948,1,11,1
862003,2,2,2,1955,1,11,1
862007,1,1,2,1947,3,11,1
862012,2,1,1,1949,1,11,1
862012,2,2,2,1953,1,11,1
862062,2,1,2,1966,3,3,1
862062,2,2,1,1989,2,3,1
862075,1,1,2,1924,4,3,1
862080,2,1,1,1948,1,3,1
862080,2,2,2,1954,1,3,1
862146,5,1,1,1965,1,15,1
862146,5,2,2,1966,1,15,0
862146,5,3,2,1990,2,15,1
862146,5,4,1,1995,2,15,0
862146,5,5,1,2003,2,15,0
862150,3,1,1,1973,1,15,1
862150,3,2,2,1977,1,15,1
862150,3,3,1,2010,2,15,0
862168,6,1,1,1956,1,15,1
862168,6,2,2,1970,1,15,0
862168,6,3,1,1995,2,15,0
862168,6,4,1,1997,2,15,0
862168,6,5,1,2001,2,15,0
862168,6,6,2,1926,4,15,1
862302,2,1,1,1947,1,19,1
862302,2,2,2,1955,1,19,0
862303,1,1,2,1949,4,19,1
862314,2,1,1,1945,1,19,1
862314,2,2,2,1953,1,19,0
862358,3,1,2,1967,1,19,0
862358,3,2,1,1961,1,19,1
862358,3,3,2,2000,2,19,0
862416,2,1,2,1961,3,19,0
862416,2,2,1,1984,2,19,1
862424,4,1,1,1951,1,19,1
862424,4,2,2,1959,1,19,0
862424,4,3,1,1983,2,19,0
862424,4,4,1,1986,2,19,0
862455,4,1,1,1974,1,19,1
862455,4,2,2,1978,1,19,1
862455,4,3,1,2008,2,19,0
862455,4,4,2,2011,2,19,0
862462,3,1,1,1960,1,19,0
862462,3,2,2,1962,1,19,1
862462,3,3,1,1990,2,19,0
862466,3,1,1,1974,1,19,1
862466,3,2,2,1977,1,19,0
862466,3,3,1,2012,2,19,0
862503,2,1,1,1947,1,6,1
862503,2,2,2,1951,1,6,1
862583,3,1,1,1967,1,10,1
862583,3,2,2,1976,1,10,1
862583,3,3,2,2000,2,10,0
862590,5,1,2,1967,1,4,1
862590,5,2,1,1964,1,4,1
862590,5,3,2,2001,2,4,0
862590,5,4,1,2003,2,4,1
862590,5,5,1,2006,2,4,1
862604,2,1,2,1927,4,4,1
862604,2,2,1,1995,2,4,1
862789,2,1,1,1931,1,10,1
862789,2,2,2,1938,1,10,1
862824,1,1,2,1958,1,10,1
862826,1,1,2,1960,4,10,1
862853,1,1,2,1953,2,11,1
862877,1,1,2,1940,4,13,1
862939,1,1,1,1939,4,8,1
863078,3,1,1,1972,1,9,1
863078,3,2,2,1977,1,9,1
863078,3,3,1,2012,2,9,0
863087,5,1,1,1964,1,9,1
863087,5,2,2,1929,4,9,1
863087,5,3,2,1972,1,9,0
863087,5,4,1,1968,2,9,0
863087,5,5,2,2000,2,9,0
863099,1,1,2,1964,2,20,1
863223,2,1,1,1957,1,16,1
863223,2,2,2,1958,1,16,0
863239,2,1,1,1959,3,12,1
863239,2,2,2,1963,2,12,1
863308,1,1,2,1944,2,9,1
863331,2,1,2,1947,1,9,1
863331,2,2,1,1947,1,9,1
863333,5,1,1,1964,1,5,1
863333,5,2,2,1975,1,5,0
863333,5,3,2,2002,2,5,0
863333,5,4,2,2010,2,5,0
863333,5,5,2,2012,2,5,0
863387,3,1,1,1942,1,6,1
863387,3,2,2,1944,1,6,1
863387,3,3,2,1981,2,6,1
863397,2,1,1,1947,1,6,1
863397,2,2,2,1948,1,6,1
863402,2,1,1,1959,1,6,1
863402,2,2,2,1962,1,6,1
863430,2,1,1,1929,1,15,1
863430,2,2,2,1937,1,15,1
863447,3,1,2,1946,4,15,1
863447,3,2,2,1923,4,15,1
863447,3,3,2,1981,2,15,1
863451,3,1,2,1976,1,15,1
863451,3,2,1,1972,1,15,1
863451,3,3,1,2006,2,15,0
863458,2,1,1,1940,1,15,1
863458,2,2,2,1946,1,15,1
863542,3,1,1,1980,1,17,1
863542,3,2,2,1989,1,17,0
863542,3,3,1,2009,2,17,0
863575,2,1,2,1938,1,1,1
863575,2,2,1,1938,1,1,1
863673,2,1,1,1939,1,9,1
863673,2,2,2,1938,1,9,1
863684,3,1,2,1959,1,9,1
863684,3,2,1,1959,1,9,1
863684,3,3,1,1987,2,9,1
863863,3,1,2,1967,1,8,1
863863,3,2,1,1966,1,8,1
863863,3,3,1,1997,2,8,1
864040,2,1,1,1942,1,3,1
864040,2,2,2,1949,1,3,0
864120,3,1,2,1975,1,12,1
864120,3,2,1,1975,1,12,1
864120,3,3,2,2004,2,12,0
864133,2,1,1,1954,1,8,1
864133,2,2,2,1956,1,8,1
864138,1,1,1,1960,2,8,1
864156,2,1,2,1947,1,8,0
864156,2,2,1,1946,1,8,1
864213,1,1,2,1968,2,4,1
864395,1,1,1,1935,4,12,1
864441,1,1,1,1940,4,12,1
864452,2,1,2,1949,1,12,1
864452,2,2,1,1945,1,12,1
864456,1,1,2,1965,2,12,1
864457,2,1,2,1961,3,12,1
864457,2,2,1,1988,2,12,1
864458,1,1,2,1973,2,12,1
864473,5,1,1,1955,1,12,1
864473,5,2,2,1955,1,12,1
864473,5,3,2,1989,2,12,0
864473,5,4,2,1993,2,12,1
864473,5,5,1,1995,2,12,1
864477,3,1,1,1957,1,12,1
864477,3,2,2,1969,1,12,1
864477,3,3,1,1999,2,12,0
864482,1,1,2,1949,4,12,1
864754,2,1,2,1954,1,15,0
864754,2,2,1,1948,1,15,1
864809,4,1,2,1959,1,8,1
864809,4,2,1,1956,1,8,1
864809,4,3,2,1985,2,8,1
864809,4,4,1,1983,2,8,1
865142,1,1,2,1972,2,8,1
865155,1,1,2,1947,2,8,1
865192,1,1,2,1933,4,5,1
865202,4,1,1,1968,1,5,1
865202,4,2,2,1973,1,5,1
865202,4,3,1,2007,2,5,0
865202,4,4,2,2009,2,5,0
865323,2,1,2,1940,1,7,1
865323,2,2,1,1938,1,7,1
865357,2,1,2,1972,2,20,1
865357,2,2,1,1965,2,20,0
865481,7,1,1,1966,1,15,1
865481,7,2,2,1968,1,15,0
865481,7,3,1,1996,2,15,0
865481,7,4,2,2000,2,15,0
865481,7,5,1,2003,2,15,0
865481,7,6,2,1938,4,15,1
865481,7,7,1,1936,1,15,1
865483,4,1,1,1959,1,15,1
865483,4,2,2,1964,1,15,0
865483,4,3,1,1987,2,15,0
865483,4,4,2,1993,2,15,0
865491,3,1,2,1967,1,15,0
865491,3,2,1,1997,2,15,0
865491,3,3,1,1963,1,15,1
865494,2,1,1,1958,1,15,1
865494,2,2,2,1960,1,15,0
865498,4,1,1,1960,1,15,1
865498,4,2,2,1963,1,15,0
865498,4,3,1,1989,2,15,0
865498,4,4,2,1936,4,15,1
865500,4,1,1,1962,1,15,1
865500,4,2,2,1967,1,15,0
865500,4,3,1,1992,2,15,1
865500,4,4,2,1995,2,15,0
865504,2,1,1,1962,1,15,1
865504,2,2,2,1971,1,15,0
865515,1,1,2,1931,4,15,1
865680,2,1,1,1932,1,20,1
865680,2,2,2,1945,1,20,0
865764,1,1,2,1928,4,3,1
865780,2,1,2,1954,2,3,1
865780,2,2,2,1957,2,3,1
865806,4,1,2,1976,1,9,1
865806,4,2,1,1973,1,9,1
865806,4,3,2,2004,2,9,0
865806,4,4,1,2009,2,9,0
865882,1,1,1,1940,4,3,1
866028,2,1,1,1947,1,19,1
866028,2,2,2,1950,1,19,1
866035,2,1,1,1943,1,19,1
866035,2,2,2,1949,1,19,0
866041,2,1,2,1951,1,19,0
866041,2,2,1,1949,1,19,1
866071,4,1,1,1970,1,3,1
866071,4,2,2,1975,1,3,1
866071,4,3,1,2000,2,3,0
866071,4,4,2,2003,2,3,0
866106,1,1,2,1942,4,3,1
866220,3,1,1,1959,1,13,1
866220,3,2,2,1961,1,13,0
866220,3,3,1,1987,2,13,0
866382,3,1,2,1959,1,14,0
866382,3,2,1,1956,1,14,1
866382,3,3,2,1990,2,14,0
866386,2,1,1,1940,1,14,1
866386,2,2,2,1949,1,14,0
866387,2,1,1,1957,3,14,1
866387,2,2,2,1989,2,14,1
866452,1,1,2,1926,4,10,1
866489,1,1,2,1929,4,12,1
866507,4,1,1,1966,1,12,1
866507,4,2,2,1979,1,12,0
866507,4,3,1,2005,2,12,0
866507,4,4,2,2007,2,12,0
866541,1,1,1,1975,1,5,1
866855,1,1,1,1963,2,1,1
866960,2,1,1,1944,1,15,1
866960,2,2,2,1945,1,15,0
866985,1,1,2,1943,4,15,1
867003,3,1,2,1975,1,15,1
867003,3,2,1,1960,1,15,1
867003,3,3,1,2011,2,15,0
867008,2,1,1,1944,1,15,1
867008,2,2,2,1940,1,15,1
867019,2,1,2,1933,1,15,1
867019,2,2,1,1931,1,15,1
867025,2,1,2,1949,1,15,1
867025,2,2,1,1947,1,15,1
867090,1,1,2,1951,4,16,1
867104,3,1,2,1961,4,16,0
867104,3,2,1,1965,3,16,1
867104,3,3,1,1993,2,16,1
867114,1,1,1,1944,4,16,1
867201,2,1,1,1953,1,5,1
867201,2,2,2,1960,1,5,0
867205,4,1,1,1972,1,5,1
867205,4,2,2,1974,1,5,1
867205,4,3,1,2009,2,5,0
867205,4,4,1,2012,2,5,0
867275,2,1,1,1959,1,5,1
867275,2,2,2,1961,1,5,1
867318,1,1,2,1937,4,3,1
867344,4,1,1,1950,1,6,1
867344,4,2,2,1951,1,6,1
867344,4,3,1,1985,2,6,0
867344,4,4,1,1986,2,6,0
867373,2,1,2,1936,4,6,1
867373,2,2,1,1936,4,6,1
867433,1,1,2,1922,4,20,1
867462,3,1,2,1963,1,6,1
867462,3,2,1,1961,1,6,1
867462,3,3,2,1996,2,6,0
867498,2,1,1,1946,1,1,1
867498,2,2,2,1948,1,1,1
867505,1,1,2,1942,4,1,1
867522,2,1,2,1937,4,1,1
867522,2,2,1,1954,3,1,0
867653,2,1,1,1964,1,3,1
867653,2,2,2,1974,1,3,0
867674,1,1,1,1976,3,5,1
867686,1,1,1,1930,4,5,1
867784,4,1,2,1947,1,1,1
867784,4,2,1,1946,1,1,1
867784,4,3,1,1972,2,1,1
867784,4,4,2,1925,4,1,1
867799,2,1,1,1976,3,5,1
867799,2,2,2,1985,2,5,1
867801,1,1,2,1949,4,5,1
867914,5,1,1,1965,1,18,1
867914,5,2,2,1964,1,18,0
867914,5,3,2,1995,2,18,0
867914,5,4,2,1996,2,18,0
867914,5,5,2,2006,2,18,0
867925,1,1,2,1928,4,18,1
867929,7,1,1,1970,1,5,1
867929,7,2,2,1976,1,5,0
867929,7,3,2,1998,2,5,0
867929,7,4,1,2000,2,5,0
867929,7,5,1,2001,2,5,0
867929,7,6,2,2010,2,5,0
867929,7,7,2,2015,2,5,0
867993,1,1,2,1961,3,1,1
868013,2,1,2,1938,1,1,1
868013,2,2,1,1939,1,1,1
868093,5,1,2,1972,1,4,0
868093,5,2,1,1969,1,4,1
868093,5,3,1,2000,2,4,0
868093,5,4,1,2004,2,4,0
868093,5,5,1,2012,2,4,0
868098,4,1,2,1978,1,4,1
868098,4,2,1,1978,1,4,1
868098,4,3,2,2010,2,4,0
868098,4,4,1,2013,2,4,0
868165,4,1,2,1950,1,20,0
868165,4,2,1,1949,1,20,1
868165,4,3,2,1978,2,20,1
868165,4,4,2,1987,2,20,0
868231,2,1,2,1969,1,9,1
868231,2,2,1,1969,1,9,1
868264,4,1,1,1962,1,12,1
868264,4,2,2,1964,1,12,1
868264,4,3,1,1991,2,12,0
868264,4,4,2,1996,2,12,0
868280,4,1,1,1964,1,19,0
868280,4,2,2,1967,1,19,1
868280,4,3,2,1990,2,19,0
868280,4,4,2,1994,2,19,0
868283,6,1,1,1968,1,19,1
868283,6,2,2,1967,1,19,1
868283,6,3,1,1988,2,19,1
868283,6,4,1,1990,2,19,0
868283,6,5,1,1994,2,19,0
868283,6,6,2,2002,2,19,0
868294,4,1,1,1980,1,19,1
868294,4,2,2,1984,1,19,0
868294,4,3,2,2010,2,19,0
868294,4,4,1,2013,2,19,0
868337,4,1,1,1968,1,14,1
868337,4,2,2,1971,1,14,1
868337,4,3,1,2001,2,14,0
868337,4,4,1,2007,2,14,0
868406,4,1,2,1970,1,9,1
868406,4,2,1,1974,1,9,1
868406,4,3,2,2007,2,9,0
868406,4,4,1,2012,2,9,0
868456,2,1,2,1944,2,19,1
868456,2,2,1,1951,2,19,1
868463,3,1,2,1962,1,19,0
868463,3,2,1,1959,1,19,1
868463,3,3,1,1986,2,19,1
868474,2,1,1,1955,1,19,1
868474,2,2,2,1952,1,19,1
868478,4,1,2,1964,1,19,1
868478,4,2,1,1964,1,19,1
868478,4,3,1,1986,2,19,1
868478,4,4,2,1988,2,19,0
868483,3,1,2,1947,1,19,0
868483,3,2,1,1945,1,19,1
868483,3,3,1,1977,1,19,1
868489,3,1,2,1964,1,15,0
868489,3,2,1,1960,1,15,1
868489,3,3,1,1988,2,15,0
868500,1,1,2,1944,4,15,1
868504,5,1,2,1968,1,15,0
868504,5,2,1,1966,1,15,1
868504,5,3,1,1991,2,15,0
868504,5,4,1,1993,2,15,0
868504,5,5,2,2002,2,15,0
868505,5,1,2,1969,1,15,0
868505,5,2,1,1965,1,15,1
868505,5,3,1,1989,2,15,1
868505,5,4,2,1995,2,15,0
868505,5,5,1,1995,2,15,0
868564,4,1,1,1961,1,17,1
868564,4,2,2,1965,1,17,0
868564,4,3,1,1986,2,17,0
868564,4,4,2,1996,2,17,0
868583,3,1,2,1959,1,17,0
868583,3,2,1,1957,1,17,1
868583,3,3,1,1995,2,17,1
868697,2,1,2,1951,1,16,1
868697,2,2,1,1942,1,16,1
868805,5,1,1,1974,1,15,1
868805,5,2,2,1978,1,15,0
868805,5,3,2,2008,2,15,0
868805,5,4,1,2012,2,15,1
868805,5,5,1,2016,2,15,0
868843,2,1,1,1961,2,3,0
868843,2,2,2,1965,2,3,1
869003,1,1,2,1969,2,10,1
869006,5,1,1,1979,1,13,1
869006,5,2,2,1984,1,13,1
869006,5,3,1,2009,2,13,0
869006,5,4,1,2012,2,13,0
869006,5,5,2,2012,2,13,0
869019,1,1,1,1980,2,19,1
869021,4,1,2,1985,1,16,0
869021,4,2,1,1977,1,16,1
869021,4,3,2,2010,2,16,0
869021,4,4,1,2014,2,16,0
869022,2,1,2,1983,2,8,1
869022,2,2,1,1970,2,8,1
869023,1,1,1,1976,2,8,1
869042,4,1,2,1978,1,19,0
869042,4,2,1,1979,1,19,1
869042,4,3,1,2007,2,19,0
869042,4,4,2,2009,2,19,0
869043,4,1,2,1981,1,3,0
869043,4,2,1,1979,1,3,1
869043,4,3,1,2013,2,3,0
869043,4,4,1,2016,2,3,0
871009,4,1,2,1971,1,15,1
871009,4,2,1,1965,1,15,0
871009,4,3,2,1993,2,15,0
871009,4,4,1,1996,2,15,0
871078,1,1,2,1943,4,19,1
871085,2,1,1,1940,1,19,1
871085,2,2,2,1950,1,19,1
871090,3,1,1,1931,1,19,1
871090,3,2,2,1936,1,19,1
871090,3,3,1,1952,3,19,1
871145,1,1,2,1968,1,16,1
871191,4,1,1,1969,1,15,1
871191,4,2,2,1978,1,15,0
871191,4,3,1,2010,2,15,0
871191,4,4,1,2012,2,15,0
871218,3,1,2,1938,4,15,0
871218,3,2,2,1970,2,15,0
871218,3,3,2,1973,2,15,1
871237,4,1,1,1951,1,19,1
871237,4,2,2,1958,1,19,0
871237,4,3,2,1990,2,19,0
871237,4,4,1,1993,2,19,0
871242,1,1,2,1922,2,19,1
871268,1,1,2,1933,4,19,1
871272,1,1,1,1967,2,19,1
871273,2,1,2,1950,3,19,1
871273,2,2,1,1948,2,19,1
871320,2,1,2,1956,1,1,1
871320,2,2,1,1955,1,1,1
871385,3,1,1,1944,1,7,1
871385,3,2,2,1952,1,7,0
871385,3,3,1,1984,2,7,0
871395,3,1,2,1940,1,7,1
871395,3,2,1,1936,1,7,1
871395,3,3,1,1973,2,7,1
871412,3,1,1,1939,1,7,1
871412,3,2,2,1946,1,7,1
871412,3,3,1,1977,2,7,1
871440,3,1,1,1959,2,8,1
871440,3,2,1,1952,1,8,1
871440,3,3,2,1954,1,8,0
871442,1,1,2,1934,4,8,1
871461,3,1,1,1963,1,8,1
871461,3,2,2,1972,1,8,1
871461,3,3,2,2010,2,8,0
871470,2,1,1,1952,1,8,1
871470,2,2,2,1954,1,8,1
871517,1,1,1,1936,4,1,1
871521,2,1,2,1936,1,1,1
871521,2,2,1,1927,1,1,1
871533,3,1,2,1970,1,1,1
871533,3,2,2,1998,2,1,0
871533,3,3,1,2003,2,1,0
871572,2,1,1,1937,1,20,1
871572,2,2,2,1934,1,20,0
871580,2,1,2,1958,1,20,0
871580,2,2,1,1958,1,20,1
871610,1,1,2,1937,4,17,1
871617,2,1,2,1952,1,17,1
871617,2,2,1,1946,1,17,1
871618,2,1,1,1951,1,17,1
871618,2,2,2,1956,1,17,0
871631,4,1,2,1980,1,17,0
871631,4,2,1,1976,1,17,1
871631,4,3,2,2010,2,17,0
871631,4,4,2,2013,2,17,0
871634,1,1,2,1926,2,17,1
871642,1,1,2,1944,4,17,1
871695,5,1,1,1989,2,16,0
871695,5,2,2,1986,1,16,0
871695,5,3,1,1977,1,16,1
871695,5,4,1,2008,2,16,0
871695,5,5,2,2011,2,16,0
871697,4,1,1,1941,1,5,1
871697,4,2,2,1950,1,5,1
871697,4,3,1,1972,2,5,1
871697,4,4,2,1974,2,5,1
871747,2,1,2,1948,1,15,1
871747,2,2,1,1945,1,15,1
871798,1,1,1,1979,1,11,1
871807,1,1,2,1932,4,11,1
871811,1,1,1,1975,2,11,1
871886,1,1,2,1941,4,12,1
871892,1,1,1,1955,3,12,1
871903,4,1,1,1966,1,12,1
871903,4,2,2,1965,1,12,0
871903,4,3,1,1999,2,12,0
871903,4,4,2,2003,2,12,0
872005,3,1,1,1935,1,12,1
872005,3,2,2,1937,1,12,1
872005,3,3,1,1941,2,12,1
872027,2,1,1,1955,1,12,1
872027,2,2,2,1960,1,12,0
872065,2,1,1,1952,3,9,1
872065,2,2,2,1920,4,9,1
872073,2,1,1,1949,2,9,1
872073,2,2,2,1952,3,9,1
872077,4,1,1,1955,1,9,1
872077,4,2,2,1962,1,9,1
872077,4,3,2,1982,2,9,1
872077,4,4,1,1996,2,9,1
872082,1,1,1,1968,2,9,1
872107,2,1,1,1946,3,10,1
872107,2,2,2,1949,3,10,1
872112,2,1,1,1959,2,10,1
872112,2,2,2,1929,4,10,1
872122,4,1,1,1963,1,10,1
872122,4,2,2,1974,1,10,0
872122,4,3,2,1994,2,10,0
872122,4,4,1,2004,2,10,0
872125,6,1,2,1966,1,10,0
872125,6,2,1,1968,1,10,1
872125,6,3,1,1928,1,10,1
872125,6,4,2,1934,1,10,1
872125,6,5,2,2000,2,10,0
872125,6,6,2,2002,2,10,0
872133,2,1,1,1951,1,10,1
872133,2,2,2,1957,1,10,1
872161,2,1,1,1966,2,12,0
